weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,previous_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website,Address,latitude,longitude
1092.2,140.0,13.93,54.0,3332.685481,163.0,15.31885246,0.21,4.5,298,10.0,4.4,0.12,264.0,,0.09,3.13,2.0,2.0,119408.72,116138.0,Quick Jet Car Wash,1217 Dolly Parton Pkwy,Sevierville,37862,1123,1,chain+street+zip,4.0,South,TN,2,36,99.0,0,1,Express Tunnel,https://www.quickjetcarwash.com/,"Quick Jet Car Wash, 1217 Dolly Parton Pkwy, Sevierville, TN, 37862",35.863275,-83.5279709
369.1,37.0,0.0,0.0,3849.736667,138.0,13.33333333,0.62,3.0,2,14.0,4.0,0.25,409.0,2.32,0.33,3.04,1.0,9.0,100176.0,98031.0,Fast Lap Car Wash,3830 N 51st Ave,Phoenix,85031,488,1,chain+street+zip,5.0,West,AZ,4,2,2.32,0,1,Express Tunnel,https://www.selfcarwashfinder.com/states/arizona/phoenix/fast-lap-car-wash,"Fast Lap Car Wash, 3830 N 51st Ave, Phoenix, AZ, 85031",33.49283,-112.16948
1010.5,122.0,50.89,110.0,2992.222094,134.0,18.65409836,0.15,3.9,149,9.0,5.0,0.72,6.0,2.26,2.71,2.27,1.0,1.0,79722.46,77741.0,Kuhnsville Car Wash,5627 Tilghman St,Allentown,18104,666,1,chain+street+zip,11.0,Northeast,PA,1,32,2.26,0,1,Express Tunnel,https://www.redcarpetcarwash.com/,"Kuhnsville Car Wash, 5627 Tilghman St, Allentown, PA, 18104",40.592785,-75.586494
1249.6,101.0,24.22,50.0,3283.519822,161.0,18.88306011,0.35,3.5,6,5.0,4.2,0.69,174.0,,0.5,,1.0,10.0,27076.5,25289.25,Super Spray,1581 S Muskogee Ave,Tahlequah,74464,1380,1,chain+street+zip,13.0,South,OK,2,30,99.0,0,1,Express Tunnel,,"Super Spray, 1581 S Muskogee Ave, Tahlequah, OK, 74464",35.8956996,-94.9762675
1033.9,116.0,87.78,116.0,2981.593786,119.0,19.06393443,0.12,3.2,73,13.0,5.0,0.93,7.0,,3.74,3.54,4.0,9.0,111628.69,108306.0,Haffners,330 S Broadway,Lawrence,1843,600,3,chain+street+zip,8.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes,"Haffners, 330 S Broadway, Lawrence, MA, 1843",42.689116,-71.157979
1121.6,131.0,65.1,91.0,2986.723206,136.0,16.90191257,0.07,4.5,88,12.0,4.7,0.19,308.0,,2.18,,4.0,5.0,182527.44,179073.36,Wash Rite,1101 Division Street,Parkersburg,26101,1554,1,chain+street+zip,3.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/,"Wash Rite, 1101 Division Street, Parkersburg, WV, 26101",39.2479462,-81.5549239
1079.6,125.0,3.57,37.0,3380.133061,175.0,16.59180328,0.23,3.0,45,10.0,,0.44,,,0.3,,1.0,19.0,124707.41,121042.0,Blue Penguin Car Wash,1475 N Expy,Griffin,30223,95,2,chain+street+zip,3.0,South,GA,2,8,99.0,1,1,Express Tunnel,http://bluepenguincarwash.mywashaccount.com/,"Blue Penguin Car Wash, 1475 N Expy, Griffin, GA, 30223",33.273799,-84.291788
1155.7,143.0,0.0,0.0,3716.907222,176.0,16.23224044,0.6,3.3,11,9.0,3.2,0.98,55.0,2.71,0.37,3.23,,2.0,115767.0,127664.0,International Auto Spa,4975 Clark Rd,Sarasota,34233,637,1,chain+street+zip,4.0,South,FL,2,7,2.71,0,2,Flex,https://internationalautospaofsarasota.com/,"International Auto Spa, 4975 Clark Rd, Sarasota, FL, 34233",27.2700815,-82.4684296
989.4,107.0,31.92,87.0,3004.670286,129.0,17.50218579,0.06,3.5,50,13.0,4.5,0.12,35.0,,2.51,2.11,5.0,11.0,122479.28,123127.14,Wash Industries,6135 N Broad St,Philadelphia,19141,1536,10,chain+street+zip,2.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 6135 N Broad St, Philadelphia, PA, 19141",40.0469382,-75.1423013
1076.7,109.0,45.01,85.0,3178.543661,135.0,18.77814208,0.86,3.3,30,7.0,5.0,1.84,84.0,2.62,2.98,1.09,1.0,0.0,33428.0,33043.56,Speedy Falcon Car Wash,11230 Strang Line Rd,Lenexa,66215,1287,2,chain+street+zip,7.0,Midwest,KS,0,12,2.62,0,1,Express Tunnel,https://speedycarwash.com/,"Speedy Falcon Car Wash, 11230 Strang Line Rd, Lenexa, KS, 66215",38.9246,-94.755321
950.5,134.0,11.55,70.0,3317.548331,174.0,19.61065574,0.17,2.7,28,8.0,3.8,1.78,110.0,,0.38,2.81,1.0,9.0,78210.46,76525.79,Mountain Express,226 Old Chimney Rock Rd,Hendersonville,28792,1038,2,chain+street+zip,2.0,South,NC,2,21,99.0,0,1,Express Tunnel,,"Mountain Express, 226 Old Chimney Rock Rd, Hendersonville, NC, 28792",35.3457587,-82.4322628
1049.6,114.0,10.08,50.0,3248.927008,155.0,17.41174863,1.13,4.2,157,7.0,,1.93,,,2.32,2.82,,0.0,218702.0,225930.0,American Pride,1421 US-70,Garner,27529,19,1,chain+street+zip,5.0,South,NC,2,21,99.0,1,1,Express Tunnel,https://americanpridexpress.com/,"American Pride, 1421 US-70, Garner, NC, 27529",35.68325647936693,-78.52959606447831
959.0,118.0,8.75,51.0,3296.464719,157.0,17.28825137,0.14,4.0,74,10.0,4.0,0.1,274.0,,0.15,,2.0,15.0,121517.36,118330.0,Mach 1 Express Wash,157 Plaza Dr,Forest City,28043,851,6,chain+street+zip,5.0,South,NC,2,21,99.0,1,2,Flex,https://mach1carwash.com/,"Mach 1 Express Wash, 157 Plaza Dr, Forest City, NC, 28043",35.334301,-81.8968819
997.7,108.0,30.45,84.0,3001.882567,137.0,16.99480874,0.07,3.1,36,14.0,,0.7,,,3.37,2.31,8.0,7.0,122007.9,120030.52,Wash Industries,2622 N Broad St,Philadelphia,19132,1537,5,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 2622 N Broad St, Philadelphia, PA, 19132",39.993107,-75.155206
428.4,37.0,0.0,0.0,3753.80355,227.0,15.3510929,0.17,4.4,86,8.0,,1.0,,3.46,3.51,1.91,2.0,9.0,135974.24,155200.46,Soapy Saddles,3198 Hamner Ave,Norco,92860,1263,1,chain+street+zip,5.0,West,CA,4,3,3.46,1,1,Express Tunnel,https://www.soapysaddles.com/,"Soapy Saddles, 3198 Hamner Ave, Norco, CA, 92860",33.928288,-117.5582813
1035.9,124.0,54.39,94.0,2992.630697,117.0,16.21256831,0.81,4.6,28,13.0,3.9,0.08,313.0,,,0.22,1.0,12.0,48828.77,48340.07,Closter Car Wash,11 Endres St,Closter,7624,367,1,chain+street+zip,9.0,Northeast,NJ,1,25,99.0,0,3,Hand Wash / Detail,https://clostercarwash.setmore.com/,"Closter Car Wash, 11 Endres St, Closter, NJ, 7624",40.9742853,-73.9592767
462.0,38.0,0.0,0.0,3598.468681,262.0,13.03251366,0.2,4.1,170,13.0,4.3,0.15,171.0,1.93,2.1,1.38,2.0,18.0,209815.67,218191.0,Clean Wave,11031 Los Alamitos Blvd,Los Alamitos,90720,320,1,chain+street+zip,4.0,West,CA,4,3,1.93,1,2,Flex,https://cleanwavecarwashes.com/,"Clean Wave, 11031 Los Alamitos Blvd, Los Alamitos, CA, 90720",33.802671,-118.072959
1148.4,112.0,54.32,98.0,2984.937333,134.0,20.97650273,0.14,4.2,66,0.0,,,,,,,2.0,4.0,97682.68,96268.0,Wash Ashore Carwash,2304 State Rd,Plymouth,2360,1521,1,chain+street+zip,6.0,Northeast,MA,1,15,99.0,0,2,Flex,https://carwashfind.com/directory/massachusetts/plymouth/wash-ashore-car-wash/,"Wash Ashore Carwash, 2304 State Rd, Plymouth, MA, 2360",41.8176879,-70.5507812
681.3,120.0,103.25,95.0,3056.415678,114.0,13.49972678,0.12,4.5,191,13.0,4.5,0.62,1637.0,0.49,2.6,1.62,4.0,9.0,104477.22,102971.0,Hippo Car Wash,510 W Bosanko Ave,Coeur d'Alene,83815,627,1,chain+street+zip,11.0,West,ID,4,9,0.49,0,2,Flex,https://hippocarwash.com/,"Hippo Car Wash, 510 W Bosanko Ave, Coeur d'Alene, ID, 83815",47.711306,-116.79321
832.9,121.0,85.82,111.0,2889.234056,122.0,21.40218579,0.44,3.1,20,10.0,3.4,0.98,429.0,1.93,1.55,3.13,3.0,6.0,145075.56,137771.98,Superior Shine Car Wash,28100 Harper Ave,St. Clair Shores,48081,1388,1,chain+street+zip,5.0,Midwest,MI,0,17,1.93,1,3,Hand Wash / Detail,https://superiorshinecarwash.blogspot.com/,"Superior Shine Car Wash, 28100 Harper Ave, St. Clair Shores, MI, 48081",42.500355,-82.897283
1383.1,129.0,11.76,52.0,3275.682317,163.0,18.40027322,0.61,4.3,73,3.0,4.5,1.34,4.0,,2.49,,,1.0,117031.06,114781.0,Super Duck,14533 US-231,Hazel Green,35750,1372,1,chain+street+zip,2.0,South,AL,2,0,99.0,0,1,Express Tunnel,https://superduckcarwash.com/,"Super Duck, 14533 US-231, Hazel Green, AL, 35750",34.9095053,-86.5717247
1135.4,150.0,0.0,0.0,3711.373319,175.0,13.86284153,0.07,3.3,219,3.0,4.7,2.07,3.0,,3.86,3.52,3.0,6.0,151335.11,149538.0,Brickyard Car Wash,9020 Sage Ave,Naples,34120,227,1,chain+street+zip,5.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://brickyard41carwash.com/,"Brickyard Car Wash, 9020 Sage Ave, Naples, FL, 34120",26.273895,-81.6831699
1523.1,118.0,20.72,54.0,3261.385008,158.0,18.14726776,0.4,3.7,75,2.0,3.1,1.92,17.0,,0.19,,,3.0,133669.0,132856.0,Century Car Wash,29 Robbins Rd,Covington,38019,283,1,chain+street+zip,5.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://centurycarwash.mywashaccount.com/,"Century Car Wash, 29 Robbins Rd, Covington, TN, 38019",35.543434,-89.663313
502.4,48.0,0.0,0.0,3666.415569,224.0,13.33579235,0.05,3.9,76,5.0,2.5,3.1,2.0,2.14,4.62,2.74,1.0,17.0,21255.43,21221.38,San Diego Car Care Costa Verde,16757 Bernardo Center Dr,San Diego,92128,1207,3,chain+street+zip,7.0,West,CA,4,3,2.14,0,1,Express Tunnel,https://sandiegocarcare.com/costa-verde/,"San Diego Car Care Costa Verde, 16757 Bernardo Center Dr, San Diego, CA, 92128",33.0181571,-117.0751321
1165.2,142.0,37.59,48.0,2833.453189,115.0,14.60901639,0.22,2.8,17,7.0,4.2,1.88,53.0,2.8,2.05,2.5,2.0,7.0,79866.25,80275.67,Aloha Car Wash 2,17818 Bothell Everett Hwy,Bothell,98012,11,2,chain+street+zip,3.0,West,WA,4,42,2.8,0,1,Touchless,https://www.alohacarwash.com/,"Aloha Car Wash 2, 17818 Bothell Everett Hwy, Bothell, WA, 98012",47.835968,-122.212199
1450.1,150.0,7.91,13.0,3538.457636,150.0,16.73060109,0.1,4.0,49,3.0,5.0,0.15,2.0,,,,2.0,5.0,181441.44,185502.0,Cajun Clean,2235 US-90,Gautier,39553,261,2,chain+street+zip,4.0,South,MS,2,19,99.0,1,1,Express Tunnel,https://www.cajunclean.com/,"Cajun Clean, 2235 US-90, Gautier, MS, 39553",30.39024,-88.6455782
991.5,81.0,0.56,18.0,3372.914797,139.0,19.69480874,0.33,3.9,52,5.0,4.9,2.35,130.0,,2.43,2.3,,0.0,39844.13,39527.0,Bella Stone Car Wash,2413 Palermo Parkway,Temple,76502,55,1,chain+street+zip,2.0,South,TX,2,37,99.0,0,1,Express Tunnel,http://bellastonecarwash.mywashaccount.com/,"Bella Stone Car Wash, 2413 Palermo Parkway, Temple, TX, 76502",31.0377698,-97.3915198
1462.6,141.0,15.47,23.0,3388.112742,172.0,17.91994536,0.33,4.7,41,1.0,4.7,3.31,98.0,,,,2.0,1.0,60.53,64.53,Coastal Car Wash,9123 Ocean Hwy,Pawleys Island,29585,369,3,chain+street+zip,6.0,South,SC,2,34,99.0,0,1,Express Tunnel,https://coastalexpresscarwash.com/,"Coastal Car Wash, 9123 Ocean Hwy, Pawleys Island, SC, 29585",33.429578,-79.148296
1462.6,141.0,15.47,23.0,3388.112742,172.0,17.91994536,0.33,4.7,41,1.0,4.7,3.31,98.0,,,,2.0,1.0,145694.03,143736.0,Coastal Car Wash,9123 Ocean Hwy,Pawleys Island,29585,370,1,chain+street+zip,6.0,South,SC,2,34,99.0,1,1,Express Tunnel,https://coastalexpresscarwash.com/,"Coastal Car Wash, 9123 Ocean Hwy, Pawleys Island, SC, 29585",33.429578,-79.148296
1380.8,125.0,11.55,52.0,3234.956244,163.0,18.18934426,0.23,3.1,19,11.0,4.8,0.12,428.0,0.68,0.47,0.52,1.0,13.0,206715.0,204580.0,Super Duck,8392 Hwy 72 W,Madison,35757,1373,2,chain+street+zip,3.0,South,AL,2,0,0.68,1,1,Express Tunnel,https://superduckcarwash.com/,"Super Duck, 8392 Hwy 72 W, Madison, AL, 35757",34.749925,-86.765396
505.8,82.0,179.76,193.0,3692.431383,92.0,11.74125683,21.23,4.4,22,0.0,,,,,,,,0.0,99143.49,98592.71,TruShine,25017 Western Loop,Abingdon,24211,1459,3,chain+street+zip,5.0,South,VA,2,39,99.0,0,1,Express Tunnel,https://www.trushinecarwash.com/,"TruShine, 25017 Western Loop, Abingdon, VA, 24211",36.683107,-82.082277
1142.9,146.0,0.0,0.0,3724.585728,168.0,15.29071038,0.01,3.7,82,0.0,,,,,3.07,,4.0,3.0,23572.5,23963.73,Englewood Car Wash,287 S Indiana Ave,Englewood,34223,468,1,chain+street+zip,13.0,South,FL,2,7,99.0,0,3,Hand Wash / Detail,https://englewoodcarwash.us.com/,"Englewood Car Wash, 287 S Indiana Ave, Englewood, FL, 34223",26.9573955,-82.3525042
689.6,81.0,42.63,122.0,3191.367122,106.0,23.93825137,0.52,3.9,46,5.0,4.2,0.29,37.0,,0.28,,1.0,1.0,88071.82,87217.0,Capitol Car Wash,3125 Airport Rd,Pierre,57501,264,1,chain+street+zip,2.0,Midwest,SD,0,35,99.0,0,1,Express Tunnel,https://www.capitolcarwashwv.com/,"Capitol Car Wash, 3125 Airport Rd, Pierre, SD, 57501",44.3820707,-100.3068355
771.5,117.0,131.39,149.0,3210.863189,119.0,12.7726776,0.72,4.3,38,8.0,3.7,1.45,177.0,1.03,0.87,1.14,1.0,3.0,284004.08,282885.0,Blue Cow Car Wash,10 Commons Way,Kalispell,59901,87,1,chain+street+zip,5.0,West,MT,4,20,1.03,2,1,Express Tunnel,https://www.bluecowcarwash.com/memberships/,"Blue Cow Car Wash, 10 Commons Way, Kalispell, MT, 59901",48.2193245,-114.3297656
1076.7,109.0,45.01,85.0,3178.543661,135.0,18.77814208,0.12,2.3,68,2.0,3.3,3.59,9.0,4.45,4.18,3.53,1.0,3.0,122827.61,122350.0,Speedy Falcon Car Wash,10150 Walker St,Lenexa,66220,1288,1,chain+street+zip,16.0,Midwest,KS,0,12,4.45,1,1,Express Tunnel,https://speedycarwash.com/,"Speedy Falcon Car Wash, 10150 Walker St, Lenexa, KS, 66220",38.9438892,-94.8145282
,,,,,,,0.3,4.2,49,,,,,,,,,,237581.79,236980.0,Touch & Go Car Wash,847 Brookway Blvd,Brookhaven,39601,1452,1,chain+street+zip,8.0,South,MS,2,19,99.0,1,1,Express Tunnel,https://www.tngcarwash.com/pages/about.aspx,"Touch & Go Car Wash, 847 Brookway Blvd, Brookhaven, MS, 39601",31.5790283,-90.4640628
1138.0,137.0,0.0,0.0,3648.600064,161.0,14.81912568,0.25,3.9,292,14.0,4.7,0.22,771.0,,2.52,1.72,2.0,3.0,95234.22,98263.42,Colonial Car Wash,11021 Colonial Blvd,Fort Myers,33913,371,1,chain+street+zip,2.0,South,FL,2,7,99.0,0,2,Flex,https://colonialcw.com/wash-services/car-washing/,"Colonial Car Wash, 11021 Colonial Blvd, Fort Myers, FL, 33913",26.616341,-81.773508
1229.9,131.0,43.12,103.0,2979.561889,128.0,16.9557377,0.17,3.5,110,10.0,4.2,0.14,481.0,,2.28,1.79,3.0,6.0,154092.32,157080.8,Buckeye Car Wash,4521 KENNY RD,COLUMBUS,43220,246,1,chain+street+zip,11.0,Midwest,OH,0,29,99.0,1,2,Flex,https://www.buckeyecarwashes.com/,"Buckeye Car Wash, 4521 KENNY RD, COLUMBUS, OH, 43220",40.051965,-83.050599
1123.5,115.0,5.6,21.0,3439.547458,151.0,15.03442623,0.38,3.9,46,11.0,4.8,0.08,103.0,,1.48,,2.0,3.0,137507.71,137426.0,Pure Car Wash,330 Anna Dr,McComb,39648,1120,1,chain+street+zip,2.0,South,MS,2,19,99.0,1,1,Express Tunnel,https://purecarwash.com/,"Pure Car Wash, 330 Anna Dr, McComb, MS, 39648",31.242285,-90.479582
1387.0,142.0,36.75,34.0,2835.721483,108.0,16.95628415,0.02,4.0,12,11.0,4.6,1.14,93.0,2.78,2.24,1.84,2.0,14.0,73938.1,77673.13,Sunset CW,1204 E Sunset Dr,Bellingham,98226,1366,1,chain+street+zip,10.0,West,WA,4,42,2.78,0,2,Self-Serve,https://www.sunsetcarwashbellingham.com/,"Sunset CW, 1204 E Sunset Dr, Bellingham, WA, 98226",48.7722584,-122.4587268
1078.5,120.0,49.14,85.0,2984.213386,117.0,16.29289617,0.21,3.6,84,9.0,,0.61,,4.64,0.89,2.03,2.0,10.0,38732.63,38731.99,Secaucus Car Wash,200 Flanagan Way,Secaucus,7094,1228,1,chain+street+zip,8.0,Northeast,NJ,1,25,4.64,0,3,Hand Wash / Detail,https://www.secaucuscarwash.com/,"Secaucus Car Wash, 200 Flanagan Way, Secaucus, NJ, 7094",40.793738,-74.059473
1149.3,110.0,31.29,68.0,3254.293144,149.0,18.27377049,0.08,3.8,5,13.0,4.2,0.79,279.0,2.85,0.61,0.85,2.0,12.0,169140.69,168225.0,Blue Iguana,1640 E Sunshine St,Springfield,65804,92,3,chain+street+zip,3.0,Midwest,MO,0,18,2.85,1,1,Express Tunnel,https://blueiguana.com/,"Blue Iguana, 1640 E Sunshine St, Springfield, MO, 65804",37.181398,-93.2651978
779.9,118.0,98.07,129.0,2898.900417,119.0,19.93415301,0.17,1.5,2,0.0,,,,,,,1.0,6.0,174278.14,178829.01,Riverside,1941 W Main St,Lowell,49331,1173,1,chain+street+zip,9.0,Midwest,MI,0,17,99.0,1,3,Full Service,,"Riverside, 1941 W Main St, Lowell, MI, 49331",42.9320614,-85.3591182
1089.1,118.0,5.74,43.0,3318.299164,166.0,17.45437158,0.41,3.6,23,12.0,2.9,0.22,33.0,3.32,3.8,3.46,4.0,4.0,67812.19,67932.32,Aqua Shine Express,509 S Pleasantburg Dr,Greenville,29607,34,1,chain+street+zip,4.0,South,SC,2,34,3.32,0,1,Express Tunnel,https://aquashineexpress.com/,"Aqua Shine Express, 509 S Pleasantburg Dr, Greenville, SC, 29607",34.8289027,-82.3697121
1260.5,91.0,15.54,26.0,3396.387411,133.0,15.56038251,0.39,3.0,1,12.0,3.0,0.42,55.0,2.85,2.55,3.56,3.0,10.0,153450.27,152968.0,Alpine Wash,250 S Denton Tap Rd,Coppell,75019,14,1,chain+street+zip,6.0,South,TX,2,37,2.85,1,1,Express Tunnel,https://alpinewash.com/,"Alpine Wash, 250 S Denton Tap Rd, Coppell, TX, 75019",32.964135,-96.992945
574.3,98.0,130.76,119.0,3284.448978,119.0,19.03360656,0.28,3.9,61,11.0,4.1,0.11,51.0,3.11,0.93,0.27,3.0,16.0,105680.87,106012.0,Glacier Express,90 24th St W,Billings,59102,552,3,chain+street+zip,2.0,West,MT,4,20,3.11,0,2,Mobile,https://glacierexpress.ch/en,"Glacier Express, 90 24th St W, Billings, MT, 59102",45.7718269,-108.5772338
1250.0,122.0,44.94,71.0,3157.163006,142.0,17.64808743,0.24,5.0,5,11.0,4.8,0.93,312.0,,1.01,1.2,2.0,5.0,187016.12,186597.0,Ollie Wash,3850 Frederica St,Owensboro,42301,1087,1,chain+street+zip,5.0,South,KY,2,13,99.0,1,1,Express Tunnel,https://olliewash.com/monthly-wash-plans/,"Ollie Wash, 3850 Frederica St, Owensboro, KY, 42301",37.734484,-87.1208249
1248.8,127.0,4.76,13.0,3374.561847,133.0,17.11147541,0.14,3.1,49,11.0,4.3,0.11,216.0,2.4,0.41,3.95,1.0,20.0,116326.0,117395.0,Mint Express Carwash,23040 Morton Ranch Rd,Katy,77449,1021,3,chain+street+zip,2.0,South,TX,2,37,2.4,0,1,Express Tunnel,https://www.mintexpresscarwash.com/,"Mint Express Carwash, 23040 Morton Ranch Rd, Katy, TX, 77449",29.8171767,-95.7743788
189.2,30.0,7.98,20.0,3938.272742,145.0,25.59863388,0.07,4.3,2014,3.0,4.0,1.44,45.0,,1.09,,1.0,0.0,71384.39,71684.0,Slash 77 Car Wash,1925 Silver City Hwy NW,Deming,88030,1240,1,chain+street+zip,2.0,West,NM,4,26,99.0,0,1,Express Tunnel,https://www.slash77carwash.com/,"Slash 77 Car Wash, 1925 Silver City Hwy NW, Deming, NM, 88030",32.2824836,-107.7604114
1083.7,141.0,0.0,0.0,3641.248569,165.0,15.29480874,0.1,4.1,184,9.0,4.9,0.27,2078.0,,0.44,0.57,2.0,6.0,143718.02,142829.0,Daybreak,19701 Cochran Blvd,Port Charlotte,33948,413,1,chain+street+zip,3.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://daybreakmarketandfuel.com/,"Daybreak, 19701 Cochran Blvd, Port Charlotte, FL, 33948",27.0163457,-82.1333483
1080.5,111.0,46.83,61.0,3167.458703,136.0,16.46311475,0.3,3.7,10,11.0,4.9,0.44,3601.0,,0.46,1.11,2.0,4.0,76269.38,76731.0,Tru Car Wash,4523 Nine Mile Rd,Richmond,23223,1455,1,chain+street+zip,3.0,South,VA,2,39,99.0,0,1,Express Tunnel,https://trucarwash.com/about/,"Tru Car Wash, 4523 Nine Mile Rd, Richmond, VA, 23223",37.541735,-77.372169
833.6,113.0,36.19,100.0,2979.277081,133.0,18.41830601,0.3,4.6,25,12.0,5.0,0.12,3.0,,3.28,1.92,4.0,6.0,32031.97,32418.11,Local Car Wash,331 W Loudon St,Chambersburg,17201,687,1,chain+street+zip,8.0,Northeast,PA,1,32,99.0,0,1,Express Tunnel,https://www.localcarwash.us/,"Local Car Wash, 331 W Loudon St, Chambersburg, PA, 17201",39.9362195,-77.6671781
792.0,89.0,67.2,146.0,3135.082978,119.0,21.88224044,0.01,4.5,75,11.0,4.0,0.17,52.0,,0.93,0.6,2.0,10.0,131358.74,132236.0,Platinum Auto Spa,2303 6th Ave SE,Aberdeen,57401,1110,1,chain+street+zip,5.0,Midwest,SD,0,35,99.0,1,1,Express Tunnel,https://www.theplatinumautospa.com/platinum-club,"Platinum Auto Spa, 2303 6th Ave SE, Aberdeen, SD, 57401",45.45947,-98.4551017
405.1,40.0,0.0,0.0,3867.008969,148.0,11.54781421,0.11,2.5,8,9.0,3.5,0.25,100.0,0.18,0.65,0.13,1.0,13.0,30109.35,30320.0,PV Car Wash,12621 N Paradise Village Pkwy W,Phoenix,85032,1121,1,chain+street+zip,6.0,West,AZ,4,2,0.18,0,1,Express Tunnel,https://www.carwashhere.com/pv-car-wash/,"PV Car Wash, 12621 N Paradise Village Pkwy W, Phoenix, AZ, 85032",33.601569,-111.987911
1490.2,139.0,16.17,56.0,3157.747164,141.0,16.6295082,0.19,3.4,18,2.0,4.1,0.08,126.0,4.91,4.04,4.54,1.0,12.0,223325.84,225056.0,Wash N Roll,7128 Hwy 70 S,Nashville,37221,1551,2,chain+street+zip,3.0,South,TN,2,36,4.91,1,1,Express Tunnel,https://www.mywashnroll.net/,"Wash N Roll, 7128 Hwy 70 S, Nashville, TN, 37221",36.074531,-86.923798
1159.7,117.0,8.12,17.0,3446.693533,164.0,14.89125683,0.57,4.9,11,4.0,4.2,0.74,126.0,,3.58,,1.0,0.0,81037.0,82577.23,Splash Hopper Express Wash,863 Western Bypass,Andalusia,36420,1315,1,chain+street+zip,7.0,South,AL,2,0,99.0,0,1,Express Tunnel,https://sswash.com/splash-hopper-express-wash-andalusia-covington-county-alabama/,"Splash Hopper Express Wash, 863 Western Bypass, Andalusia, AL, 36420",31.297995,-86.499013
876.1,111.0,6.86,22.0,3370.998781,154.0,15.19617486,0.18,3.1,16,2.0,4.2,0.44,102.0,,0.1,,3.0,9.0,83612.95,84797.49,Mojo Xpress Wash,332 South Green St,Swainsboro,30401,1027,1,chain+street+zip,7.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mojosxpress.com.mojosxpress.com/home,"Mojo Xpress Wash, 332 South Green St, Swainsboro, GA, 30401",32.5898151,-82.3307688
989.4,107.0,31.92,87.0,3004.670286,129.0,17.50218579,0.42,3.6,92,13.0,3.8,0.24,186.0,,3.45,2.48,3.0,18.0,151956.37,180545.75,Wash Industries,5801 Wayne Ave,Philadelphia,19144,1531,3,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 5801 Wayne Ave, Philadelphia, PA, 19144",40.0328379,-75.180462
1233.2,134.0,23.31,30.0,2865.337794,127.0,16.03497268,0.24,4.0,75,11.0,5.0,0.33,6.0,3.44,2.01,1.55,4.0,11.0,174555.39,176299.0,Wet Rabbit Express Car Wash,9021 S Tacoma Way,Lakewood,98499,1606,1,chain+street+zip,4.0,West,WA,4,42,3.44,1,1,Express Tunnel,https://www.wetrabbitexpress.com/,"Wet Rabbit Express Car Wash, 9021 S Tacoma Way, Lakewood, WA, 98499",47.1748272,-122.4832795
1036.8,150.0,0.0,0.0,3712.564792,183.0,18.69699454,0.34,3.9,80,12.0,4.5,0.91,694.0,,0.43,0.73,1.0,7.0,367117.26,373193.0,Kiwi Car Wash,4915 20th St,Vero Beach,32966,663,1,chain+street+zip,2.0,South,FL,2,7,99.0,3,1,Express Tunnel,https://kiwicarwash.com/locations/,"Kiwi Car Wash, 4915 20th St, Vero Beach, FL, 32966",27.638106,-80.43679
1101.9,121.0,92.54,123.0,2997.448244,121.0,17.97486339,0.03,3.9,182,8.0,4.2,2.36,660.0,2.27,0.43,2.18,1.0,6.0,72579.58,72993.0,Haffners,215 Lowell Rd,Hudson,3051,597,10,chain+street+zip,8.0,Northeast,NH,1,24,2.27,0,1,Express Tunnel,https://www.haffners.com/car-washes,"Haffners, 215 Lowell Rd, Hudson, NH, 3051",42.733344,-71.426193
1439.0,183.0,0.0,0.0,3706.506894,155.0,14.73989071,0.05,3.0,18,12.0,4.7,0.72,3.0,0.23,1.22,0.65,1.0,13.0,86485.82,87523.0,Prestige Auto  Spa,15180 Biscayne Blvd,North Miami Beach,33160,1113,1,chain+street+zip,5.0,South,FL,2,7,0.23,0,3,Hand Wash / Detail,https://www.prestige-autospa.com/,"Prestige Auto  Spa, 15180 Biscayne Blvd, North Miami Beach, FL, 33160",25.915632,-80.156985
